video,annotation,translation
143/P35_S143_03.mp4,Моя дочь родилась глухой,Моя дочь родилась глухой
143/P35_S143_04.mp4,Моя дочь родилась глухой,Моя дочь родилась глухой
144/P35_S144_00.mp4,Я хочу практика мой жестовый язык,Я хочу попрактиковать мой жестовый язык
144/P35_S144_01.mp4,Я хочу практика мой жестовый язык,Я хочу попрактиковать мой жестовый язык
144/P35_S144_02.mp4,Я хочу практика мой жестовый язык,Я хочу попрактиковать мой жестовый язык
144/P35_S144_03.mp4,Я хочу практика мой жестовый язык,Я хочу попрактиковать мой жестовый язык
144/P35_S144_04.mp4,Я хочу практика мой жестовый язык,Я хочу попрактиковать мой жестовый язык
145/P35_S145_00.mp4,Супер я научу буду,Супер я научу
145/P35_S145_01.mp4,Супер я научу буду,Супер я научу
145/P35_S145_02.mp4,Супер я научу буду,Супер я научу
145/P35_S145_03.mp4,Супер я научу буду,Супер я научу
145/P35_S145_04.mp4,Супер я научу буду,Супер я научу
146/P35_S146_00.mp4,Я с удовольствием тебе помогу,Я с удовольствием тебе помогу
146/P35_S146_01.mp4,Я с удовольствием тебе помогу,Я с удовольствием тебе помогу
146/P35_S146_02.mp4,Я с удовольствием тебе помогу,Я с удовольствием тебе помогу
146/P35_S146_03.mp4,Я с удовольствием тебе помогу,Я с удовольствием тебе помогу
146/P35_S146_04.mp4,Я с удовольствием тебе помогу,Я с удовольствием тебе помогу
147/P35_S147_00.mp4,Я извиняюсь я только начинаю учить жестовый язык,Я извиняюсь я только начинаю учить жестовый язык
147/P35_S147_01.mp4,Я извиняюсь я только начинаю учить жестовый язык,Я извиняюсь я только начинаю учить жестовый язык
147/P35_S147_02.mp4,Я извиняюсь я только начинаю учить жестовый язык,Я извиняюсь я только начинаю учить жестовый язык
147/P35_S147_03.mp4,Я извиняюсь я только начинаю учить жестовый язык,Я извиняюсь я только начинаю учить жестовый язык
147/P35_S147_04.mp4,Я извиняюсь я только начинаю учить жестовый язык,Я извиняюсь я только начинаю учить жестовый язык
148/P35_S148_00.mp4,Ничего страшного успеешь,Ничего страшного успеешь
148/P35_S148_01.mp4,Ничего страшного успеешь,Ничего страшного успеешь
148/P35_S148_02.mp4,Ничего страшного успеешь,Ничего страшного успеешь
148/P35_S148_03.mp4,Ничего страшного успеешь,Ничего страшного успеешь
148/P35_S148_04.mp4,Ничего страшного успеешь,Ничего страшного успеешь
149/P35_S149_00.mp4,Я немного знаю жестовый язык,Я немного знаю жестовый язык
149/P35_S149_01.mp4,Я немного знаю жестовый язык,Я немного знаю жестовый язык
149/P35_S149_02.mp4,Я немного знаю жестовый язык,Я немного знаю жестовый язык
149/P35_S149_03.mp4,Я немного знаю жестовый язык,Я немного знаю жестовый язык
149/P35_S149_04.mp4,Я немного знаю жестовый язык,Я немного знаю жестовый язык
150/P35_S150_00.mp4,Жаль я не понимаю,К сожалению я не понимаю
150/P35_S150_01.mp4,Жаль я не понимаю,К сожалению я не понимаю
150/P35_S150_02.mp4,Жаль я не понимаю,К сожалению я не понимаю
150/P35_S150_03.mp4,Жаль я не понимаю,К сожалению я не понимаю
150/P35_S150_04.mp4,Жаль я не понимаю,К сожалению я не понимаю
151/P35_S151_00.mp4,Вы слишком быстро жестикулируете,Вы слишком быстро жестикулируете
151/P35_S151_01.mp4,Вы слишком быстро жестикулируете,Вы слишком быстро жестикулируете
151/P35_S151_02.mp4,Вы слишком быстро жестикулируете,Вы слишком быстро жестикулируете
151/P35_S151_03.mp4,Вы слишком быстро жестикулируете,Вы слишком быстро жестикулируете
151/P35_S151_04.mp4,Вы слишком быстро жестикулируете,Вы слишком быстро жестикулируете
152/P35_S152_00.mp4,Не спешите пожалуйста,Не спешите пожалуйста
152/P35_S152_01.mp4,Не спешите пожалуйста,Не спешите пожалуйста
152/P35_S152_02.mp4,Не спешите пожалуйста,Не спешите пожалуйста
152/P35_S152_03.mp4,Не спешите пожалуйста,Не спешите пожалуйста
152/P35_S152_04.mp4,Не спешите пожалуйста,Не спешите пожалуйста
153/P35_S153_00.mp4,Извините я не успеваю,Извините я не успеваю
153/P35_S153_01.mp4,Извините я не успеваю,Извините я не успеваю
153/P35_S153_02.mp4,Извините я не успеваю,Извините я не успеваю
153/P35_S153_03.mp4,Извините я не успеваю,Извините я не успеваю
153/P35_S153_04.mp4,Извините я не успеваю,Извините я не успеваю
154/P35_S154_00.mp4,Можете пожалуйста помедленнее,Можете пожалуйста помедленнее
154/P35_S154_01.mp4,Можете пожалуйста помедленнее,Можете пожалуйста помедленнее
154/P35_S154_02.mp4,Можете пожалуйста помедленнее,Можете пожалуйста помедленнее
154/P35_S154_03.mp4,Можете пожалуйста помедленнее,Можете пожалуйста помедленнее
154/P35_S154_04.mp4,Можете пожалуйста помедленнее,Можете пожалуйста помедленнее
155/P35_S155_00.mp4,Можете пожалуйста повторить,Можете пожалуйста повторить
155/P35_S155_01.mp4,Можете пожалуйста повторить,Можете пожалуйста повторить
155/P35_S155_02.mp4,Можете пожалуйста повторить,Можете пожалуйста повторить
155/P35_S155_03.mp4,Можете пожалуйста повторить,Можете пожалуйста повторить
155/P35_S155_04.mp4,Можете пожалуйста повторить,Можете пожалуйста повторить
156/P35_S156_00.mp4,Как будет жест,Как будет жест
156/P35_S156_01.mp4,Как будет жест,Как будет жест
156/P35_S156_02.mp4,Как будет жест,Как будет жест
156/P35_S156_03.mp4,Как будет жест,Как будет жест
156/P35_S156_04.mp4,Как будет жест,Как будет жест
157/P35_S157_00.mp4,Простите я не знаю,Простите я не знаю
157/P35_S157_01.mp4,Простите я не знаю,Простите я не знаю
157/P35_S157_02.mp4,Простите я не знаю,Простите я не знаю
157/P35_S157_03.mp4,Простите я не знаю,Простите я не знаю
157/P35_S157_04.mp4,Простите я не знаю,Простите я не знаю
158/P35_S158_00.mp4,Я немного волнуюсь,Я немного волнуюсь
158/P35_S158_01.mp4,Я немного волнуюсь,Я немного волнуюсь
158/P35_S158_02.mp4,Я немного волнуюсь,Я немного волнуюсь
158/P35_S158_03.mp4,Я немного волнуюсь,Я немного волнуюсь
158/P35_S158_04.mp4,Я немного волнуюсь,Я немного волнуюсь
159/P35_S159_00.mp4,Вы глухой,Вы глухой
159/P35_S159_01.mp4,Вы глухой,Вы глухой
159/P35_S159_02.mp4,Вы глухой,Вы глухой
159/P35_S159_03.mp4,Вы глухой,Вы глухой
159/P35_S159_04.mp4,Вы глухой,Вы глухой
160/P35_S160_00.mp4,Извините меня,Извините меня
160/P35_S160_01.mp4,Извините меня,Извините меня
160/P35_S160_02.mp4,Извините меня,Извините меня
160/P35_S160_03.mp4,Извините меня,Извините меня
160/P35_S160_04.mp4,Извините меня,Извините меня
161/P35_S161_00.mp4,Простите,Простите
161/P35_S161_01.mp4,Простите,Простите
161/P35_S161_02.mp4,Простите,Простите
161/P35_S161_03.mp4,Простите,Простите
161/P35_S161_04.mp4,Простите,Простите
162/P35_S162_00.mp4,Мне жаль,Мне жаль
162/P35_S162_01.mp4,Мне жаль,Мне жаль
162/P35_S162_02.mp4,Мне жаль,Мне жаль
162/P35_S162_03.mp4,Мне жаль,Мне жаль
162/P35_S162_04.mp4,Мне жаль,Мне жаль
163/P35_S163_00.mp4,Мне очень жаль,Мне очень жаль
163/P35_S163_01.mp4,Мне очень жаль,Мне очень жаль
163/P35_S163_02.mp4,Мне очень жаль,Мне очень жаль
163/P35_S163_03.mp4,Мне очень жаль,Мне очень жаль
163/P35_S163_04.mp4,Мне очень жаль,Мне очень жаль
164/P35_S164_00.mp4,Ничего все нормально,Ничего все нормально
164/P35_S164_01.mp4,Ничего все нормально,Ничего все нормально
164/P35_S164_02.mp4,Ничего все нормально,Ничего все нормально
164/P35_S164_03.mp4,Ничего все нормально,Ничего все нормально
164/P35_S164_04.mp4,Ничего все нормально,Ничего все нормально
165/P35_S165_00.mp4,Не забывай продолжать практика учиться хорошо,Не забывай продолжать практиковаться учиться хорошо
165/P35_S165_01.mp4,Не забывай продолжать практика учиться хорошо,Не забывай продолжать практиковаться учиться хорошо
165/P35_S165_02.mp4,Не забывай продолжать практика учиться хорошо,Не забывай продолжать практиковаться учиться хорошо
165/P35_S165_03.mp4,Не забывай продолжать практика учиться хорошо,Не забывай продолжать практиковаться учиться хорошо
165/P35_S165_04.mp4,Не забывай продолжать практика учиться хорошо,Не забывай продолжать практиковаться учиться хорошо
166/P35_S166_00.mp4,Какой прекрасный день,Какой прекрасный день
166/P35_S166_01.mp4,Какой прекрасный день,Какой прекрасный день
166/P35_S166_02.mp4,Какой прекрасный день,Какой прекрасный день
166/P35_S166_03.mp4,Какой прекрасный день,Какой прекрасный день
166/P35_S166_04.mp4,Какой прекрасный день,Какой прекрасный день
167/P35_S167_00.mp4,Сегодня так жарко,Сегодня так жарко
167/P35_S167_01.mp4,Сегодня так жарко,Сегодня так жарко
167/P35_S167_02.mp4,Сегодня так жарко,Сегодня так жарко
167/P35_S167_03.mp4,Сегодня так жарко,Сегодня так жарко
167/P35_S167_04.mp4,Сегодня так жарко,Сегодня так жарко
168/P35_S168_00.mp4,Какая сейчас погода,Какая сейчас погода
168/P35_S168_01.mp4,Какая сейчас погода,Какая сейчас погода
168/P35_S168_02.mp4,Какая сейчас погода,Какая сейчас погода
168/P35_S168_03.mp4,Какая сейчас погода,Какая сейчас погода
168/P35_S168_04.mp4,Какая сейчас погода,Какая сейчас погода
169/P35_S169_00.mp4,На улице идет снег,На улице идет снег
169/P35_S169_01.mp4,На улице идет снег,На улице идет снег
169/P35_S169_02.mp4,На улице идет снег,На улице идет снег
169/P35_S169_03.mp4,На улице идет снег,На улице идет снег
169/P35_S169_04.mp4,На улице идет снег,На улице идет снег
170/P35_S170_00.mp4,Хорошая погода,Хорошая погода
170/P35_S170_01.mp4,Хорошая погода,Хорошая погода
170/P35_S170_02.mp4,Хорошая погода,Хорошая погода
170/P35_S170_03.mp4,Хорошая погода,Хорошая погода
170/P35_S170_04.mp4,Хорошая погода,Хорошая погода
171/P35_S171_00.mp4,На улице очень холодно,На улице очень холодно
171/P35_S171_01.mp4,На улице очень холодно,На улице очень холодно
171/P35_S171_02.mp4,На улице очень холодно,На улице очень холодно
171/P35_S171_03.mp4,На улице очень холодно,На улице очень холодно
171/P35_S171_04.mp4,На улице очень холодно,На улице очень холодно
172/P35_S172_00.mp4,Я люблю дождь,Я люблю дождь
172/P35_S172_01.mp4,Я люблю дождь,Я люблю дождь
172/P35_S172_02.mp4,Я люблю дождь,Я люблю дождь
172/P35_S172_03.mp4,Я люблю дождь,Я люблю дождь
172/P35_S172_04.mp4,Я люблю дождь,Я люблю дождь
173/P35_S173_00.mp4,Я не люблю жару,Я не люблю жару
173/P35_S173_01.mp4,Я не люблю жару,Я не люблю жару
173/P35_S173_02.mp4,Я не люблю жару,Я не люблю жару
173/P35_S173_03.mp4,Я не люблю жару,Я не люблю жару
173/P35_S173_04.mp4,Я не люблю жару,Я не люблю жару
174/P35_S174_00.mp4,Мне нравится ветер,Мне нравится ветер
174/P35_S174_01.mp4,Мне нравится ветер,Мне нравится ветер
174/P35_S174_02.mp4,Мне нравится ветер,Мне нравится ветер
174/P35_S174_03.mp4,Мне нравится ветер,Мне нравится ветер
174/P35_S174_04.mp4,Мне нравится ветер,Мне нравится ветер
175/P35_S175_00.mp4,На улице очень сильный ветер,На улице очень сильный ветер
175/P35_S175_01.mp4,На улице очень сильный ветер,На улице очень сильный ветер
175/P35_S175_02.mp4,На улице очень сильный ветер,На улице очень сильный ветер
175/P35_S175_03.mp4,На улице очень сильный ветер,На улице очень сильный ветер
175/P35_S175_04.mp4,На улице очень сильный ветер,На улице очень сильный ветер
000/P36_S000_00.mp4,Здравствуйте,Здравствуйте
000/P36_S000_01.mp4,Здравствуйте,Здравствуйте
000/P36_S000_02.mp4,Здравствуйте,Здравствуйте
000/P36_S000_03.mp4,Здравствуйте,Здравствуйте
000/P36_S000_04.mp4,Здравствуйте,Здравствуйте
001/P36_S001_00.mp4,Привет,Привет
001/P36_S001_01.mp4,Привет,Привет
001/P36_S001_02.mp4,Привет,Привет
001/P36_S001_03.mp4,Привет,Привет
001/P36_S001_04.mp4,Привет,Привет
002/P36_S002_00.mp4,Как ваши дела,Как ваши дела
002/P36_S002_01.mp4,Как ваши дела,Как ваши дела
002/P36_S002_02.mp4,Как ваши дела,Как ваши дела
002/P36_S002_03.mp4,Как ваши дела,Как ваши дела
002/P36_S002_04.mp4,Как ваши дела,Как ваши дела
003/P36_S003_00.mp4,Как твоя работа,Как твоя работа
003/P36_S003_01.mp4,Как твоя работа,Как твоя работа
003/P36_S003_02.mp4,Как твоя работа,Как твоя работа
003/P36_S003_03.mp4,Как твоя работа,Как твоя работа
003/P36_S003_04.mp4,Как твоя работа,Как твоя работа
004/P36_S004_00.mp4,У меня все отлично,У меня все отлично
004/P36_S004_01.mp4,У меня все отлично,У меня все отлично
004/P36_S004_02.mp4,У меня все отлично,У меня все отлично
004/P36_S004_03.mp4,У меня все отлично,У меня все отлично
004/P36_S004_04.mp4,У меня все отлично,У меня все отлично
005/P36_S005_00.mp4,У меня все хорошо,У меня все хорошо
005/P36_S005_01.mp4,У меня все хорошо,У меня все хорошо
005/P36_S005_02.mp4,У меня все хорошо,У меня все хорошо
005/P36_S005_03.mp4,У меня все хорошо,У меня все хорошо
005/P36_S005_04.mp4,У меня все хорошо,У меня все хорошо
006/P36_S006_00.mp4,У меня все нормально,У меня все нормально
006/P36_S006_01.mp4,У меня все нормально,У меня все нормально
006/P36_S006_02.mp4,У меня все нормально,У меня все нормально
006/P36_S006_03.mp4,У меня все нормально,У меня все нормально
006/P36_S006_04.mp4,У меня все нормально,У меня все нормально
007/P36_S007_00.mp4,У меня все плохо,У меня все плохо
007/P36_S007_01.mp4,У меня все плохо,У меня все плохо
007/P36_S007_02.mp4,У меня все плохо,У меня все плохо
007/P36_S007_03.mp4,У меня все плохо,У меня все плохо
007/P36_S007_04.mp4,У меня все плохо,У меня все плохо
008/P36_S008_00.mp4,У меня все очень плохо,У меня все очень плохо
008/P36_S008_01.mp4,У меня все очень плохо,У меня все очень плохо
008/P36_S008_02.mp4,У меня все очень плохо,У меня все очень плохо
008/P36_S008_03.mp4,У меня все очень плохо,У меня все очень плохо
008/P36_S008_04.mp4,У меня все очень плохо,У меня все очень плохо
009/P36_S009_00.mp4,Вы что делать,Вы что делаете
009/P36_S009_01.mp4,Вы что делать,Вы что делаете
009/P36_S009_02.mp4,Вы что делать,Вы что делаете
009/P36_S009_03.mp4,Вы что делать,Вы что делаете
009/P36_S009_04.mp4,Вы что делать,Вы что делаете
010/P36_S010_00.mp4,Я отдых,Я отдыхаю
010/P36_S010_01.mp4,Я отдых,Я отдыхаю
010/P36_S010_02.mp4,Я отдых,Я отдыхаю
010/P36_S010_03.mp4,Я отдых,Я отдыхаю
010/P36_S010_04.mp4,Я отдых,Я отдыхаю
011/P36_S011_00.mp4,Я работа,Я работаю
011/P36_S011_01.mp4,Я работа,Я работаю
011/P36_S011_02.mp4,Я работа,Я работаю
011/P36_S011_03.mp4,Я работа,Я работаю
011/P36_S011_04.mp4,Я работа,Я работаю
012/P36_S012_00.mp4,Я смотреть телевизор,Я смотрю телевизор
012/P36_S012_01.mp4,Я смотреть телевизор,Я смотрю телевизор
012/P36_S012_02.mp4,Я смотреть телевизор,Я смотрю телевизор
012/P36_S012_03.mp4,Я смотреть телевизор,Я смотрю телевизор
012/P36_S012_04.mp4,Я смотреть телевизор,Я смотрю телевизор
013/P36_S013_00.mp4,Как жизнь,Как жизнь Как оно
013/P36_S013_01.mp4,Как жизнь,Как жизнь Как оно
013/P36_S013_02.mp4,Как жизнь,Как жизнь Как оно
013/P36_S013_03.mp4,Как жизнь,Как жизнь Как оно
013/P36_S013_04.mp4,Как жизнь,Как жизнь Как оно
014/P36_S014_00.mp4,Как твое сам чувство,Как твое самочувствие
014/P36_S014_01.mp4,Как твое сам чувство,Как твое самочувствие
014/P36_S014_02.mp4,Как твое сам чувство,Как твое самочувствие
014/P36_S014_03.mp4,Как твое сам чувство,Как твое самочувствие
014/P36_S014_04.mp4,Как твое сам чувство,Как твое самочувствие
015/P36_S015_00.mp4,Что случай,Что случилось
015/P36_S015_01.mp4,Что случай,Что случилось
015/P36_S015_02.mp4,Что случай,Что случилось
015/P36_S015_03.mp4,Что случай,Что случилось
015/P36_S015_04.mp4,Что случай,Что случилось
016/P36_S016_00.mp4,Я просто устал,Я просто устал
016/P36_S016_01.mp4,Я просто устал,Я просто устал
016/P36_S016_02.mp4,Я просто устал,Я просто устал
016/P36_S016_03.mp4,Я просто устал,Я просто устал
016/P36_S016_04.mp4,Я просто устал,Я просто устал
017/P36_S017_00.mp4,Что-то случилось,Что-то случилось
017/P36_S017_01.mp4,Что-то случилось,Что-то случилось
017/P36_S017_02.mp4,Что-то случилось,Что-то случилось
017/P36_S017_03.mp4,Что-то случилось,Что-то случилось
017/P36_S017_04.mp4,Что-то случилось,Что-то случилось
018/P36_S018_00.mp4,Ничего все нормально,Ничего все нормально
018/P36_S018_01.mp4,Ничего все нормально,Ничего все нормально
018/P36_S018_02.mp4,Ничего все нормально,Ничего все нормально
018/P36_S018_03.mp4,Ничего все нормально,Ничего все нормально
018/P36_S018_04.mp4,Ничего все нормально,Ничего все нормально
019/P36_S019_00.mp4,Какие новости,Какие новости
019/P36_S019_01.mp4,Какие новости,Какие новости
019/P36_S019_02.mp4,Какие новости,Какие новости
019/P36_S019_03.mp4,Какие новости,Какие новости
019/P36_S019_04.mp4,Какие новости,Какие новости
020/P36_S020_00.mp4,У меня для вас новости,У меня для вас новости
020/P36_S020_01.mp4,У меня для вас новости,У меня для вас новости
020/P36_S020_02.mp4,У меня для вас новости,У меня для вас новости
020/P36_S020_03.mp4,У меня для вас новости,У меня для вас новости
020/P36_S020_04.mp4,У меня для вас новости,У меня для вас новости
021/P36_S021_00.mp4,У меня есть новости,У меня есть новости
021/P36_S021_01.mp4,У меня есть новости,У меня есть новости
021/P36_S021_02.mp4,У меня есть новости,У меня есть новости
021/P36_S021_03.mp4,У меня есть новости,У меня есть новости
021/P36_S021_04.mp4,У меня есть новости,У меня есть новости
022/P36_S022_00.mp4,Ничего нового,Ничего нового
022/P36_S022_01.mp4,Ничего нового,Ничего нового
022/P36_S022_02.mp4,Ничего нового,Ничего нового
022/P36_S022_03.mp4,Ничего нового,Ничего нового
022/P36_S022_04.mp4,Ничего нового,Ничего нового
023/P36_S023_00.mp4,Пекрасные новости,Пекрасные новости
023/P36_S023_01.mp4,Пекрасные новости,Пекрасные новости
023/P36_S023_02.mp4,Пекрасные новости,Пекрасные новости
023/P36_S023_03.mp4,Пекрасные новости,Пекрасные новости
023/P36_S023_04.mp4,Пекрасные новости,Пекрасные новости
024/P36_S024_00.mp4,Как прошел твой день,Как прошел твой день
024/P36_S024_01.mp4,Как прошел твой день,Как прошел твой день
024/P36_S024_02.mp4,Как прошел твой день,Как прошел твой день
024/P36_S024_03.mp4,Как прошел твой день,Как прошел твой день
024/P36_S024_04.mp4,Как прошел твой день,Как прошел твой день
025/P36_S025_00.mp4,Было много дел,Было много дел
025/P36_S025_01.mp4,Было много дел,Было много дел
025/P36_S025_02.mp4,Было много дел,Было много дел
025/P36_S025_03.mp4,Было много дел,Было много дел
025/P36_S025_04.mp4,Было много дел,Было много дел
026/P36_S026_00.mp4,Хорошо сегодня много успел,Хорошо сегодня много успел
026/P36_S026_01.mp4,Хорошо сегодня много успел,Хорошо сегодня много успел
026/P36_S026_02.mp4,Хорошо сегодня много успел,Хорошо сегодня много успел
026/P36_S026_03.mp4,Хорошо сегодня много успел,Хорошо сегодня много успел
026/P36_S026_04.mp4,Хорошо сегодня много успел,Хорошо сегодня много успел
027/P36_S027_00.mp4,Где здесь туалет,Где здесь туалет
027/P36_S027_01.mp4,Где здесь туалет,Где здесь туалет
027/P36_S027_02.mp4,Где здесь туалет,Где здесь туалет
027/P36_S027_03.mp4,Где здесь туалет,Где здесь туалет
027/P36_S027_04.mp4,Где здесь туалет,Где здесь туалет
028/P36_S028_00.mp4,Мне нужно туалет,Мне нужно в туалет
028/P36_S028_01.mp4,Мне нужно туалет,Мне нужно в туалет
028/P36_S028_02.mp4,Мне нужно туалет,Мне нужно в туалет
028/P36_S028_03.mp4,Мне нужно туалет,Мне нужно в туалет
028/P36_S028_04.mp4,Мне нужно туалет,Мне нужно в туалет
029/P36_S029_00.mp4,Как я могу помощь,Как я могу помочь
029/P36_S029_01.mp4,Как я могу помощь,Как я могу помочь
029/P36_S029_02.mp4,Как я могу помощь,Как я могу помочь
029/P36_S029_03.mp4,Как я могу помощь,Как я могу помочь
029/P36_S029_04.mp4,Как я могу помощь,Как я могу помочь
030/P36_S030_00.mp4,Мне нужна помощь,Мне нужна помощь
030/P36_S030_01.mp4,Мне нужна помощь,Мне нужна помощь
030/P36_S030_02.mp4,Мне нужна помощь,Мне нужна помощь
030/P36_S030_03.mp4,Мне нужна помощь,Мне нужна помощь
030/P36_S030_04.mp4,Мне нужна помощь,Мне нужна помощь
031/P36_S031_00.mp4,Я вам помощь быть,Я вам помогу
031/P36_S031_01.mp4,Я вам помощь быть,Я вам помогу
031/P36_S031_02.mp4,Я вам помощь быть,Я вам помогу
031/P36_S031_03.mp4,Я вам помощь быть,Я вам помогу
031/P36_S031_04.mp4,Я вам помощь быть,Я вам помогу
032/P36_S032_00.mp4,Я искать работа,Я ищу работу
032/P36_S032_01.mp4,Я искать работа,Я ищу работу
032/P36_S032_02.mp4,Я искать работа,Я ищу работу
032/P36_S032_03.mp4,Я искать работа,Я ищу работу
032/P36_S032_04.mp4,Я искать работа,Я ищу работу
033/P36_S033_00.mp4,Мне надо переводчик,Мне нужен переводчик
033/P36_S033_01.mp4,Мне надо переводчик,Мне нужен переводчик
033/P36_S033_02.mp4,Мне надо переводчик,Мне нужен переводчик
033/P36_S033_03.mp4,Мне надо переводчик,Мне нужен переводчик
033/P36_S033_04.mp4,Мне надо переводчик,Мне нужен переводчик
034/P36_S034_00.mp4,Что делать отдых,Что делать в выходной
034/P36_S034_01.mp4,Что делать отдых,Что делать в выходной
034/P36_S034_02.mp4,Что делать отдых,Что делать в выходной
034/P36_S034_03.mp4,Что делать отдых,Что делать в выходной
034/P36_S034_04.mp4,Что делать отдых,Что делать в выходной
035/P36_S035_00.mp4,Вызов врач,Вызовите скорую
035/P36_S035_01.mp4,Вызов врач,Вызовите скорую
035/P36_S035_02.mp4,Вызов врач,Вызовите скорую
035/P36_S035_03.mp4,Вызов врач,Вызовите скорую
035/P36_S035_04.mp4,Вызов врач,Вызовите скорую
036/P36_S036_00.mp4,Вызов полиция,Вызовите полицию
036/P36_S036_01.mp4,Вызов полиция,Вызовите полицию
036/P36_S036_02.mp4,Вызов полиция,Вызовите полицию
036/P36_S036_03.mp4,Вызов полиция,Вызовите полицию
036/P36_S036_04.mp4,Вызов полиция,Вызовите полицию
037/P36_S037_00.mp4,Помогите боль голова сердце и трудно воздух,Помогите болит голова сердце и трудно дышать
037/P36_S037_01.mp4,Помогите боль голова сердце и трудно воздух,Помогите болит голова сердце и трудно дышать
037/P36_S037_02.mp4,Помогите боль голова сердце и трудно воздух,Помогите болит голова сердце и трудно дышать
037/P36_S037_03.mp4,Помогите боль голова сердце и трудно воздух,Помогите болит голова сердце и трудно дышать
037/P36_S037_04.mp4,Помогите боль голова сердце и трудно воздух,Помогите болит голова сердце и трудно дышать
038/P36_S038_00.mp4,Я не могу дышать,Я не могу дышать
038/P36_S038_01.mp4,Я не могу дышать,Я не могу дышать
038/P36_S038_02.mp4,Я не могу дышать,Я не могу дышать
038/P36_S038_03.mp4,Я не могу дышать,Я не могу дышать
038/P36_S038_04.mp4,Я не могу дышать,Я не могу дышать
039/P36_S039_00.mp4,Мне надо больше воздух,Мне нужно больше дышать
039/P36_S039_01.mp4,Мне надо больше воздух,Мне нужно больше дышать
039/P36_S039_02.mp4,Мне надо больше воздух,Мне нужно больше дышать
039/P36_S039_03.mp4,Мне надо больше воздух,Мне нужно больше дышать
039/P36_S039_04.mp4,Мне надо больше воздух,Мне нужно больше дышать
040/P36_S040_00.mp4,Что делать,Что делать
040/P36_S040_01.mp4,Что делать,Что делать
040/P36_S040_02.mp4,Что делать,Что делать
040/P36_S040_03.mp4,Что делать,Что делать
040/P36_S040_04.mp4,Что делать,Что делать
041/P36_S041_00.mp4,Желаю хороший день,Желаю хорошего дня
041/P36_S041_01.mp4,Желаю хороший день,Желаю хорошего дня
041/P36_S041_02.mp4,Желаю хороший день,Желаю хорошего дня
041/P36_S041_03.mp4,Желаю хороший день,Желаю хорошего дня
041/P36_S041_04.mp4,Желаю хороший день,Желаю хорошего дня
042/P36_S042_00.mp4,Желаю хороший вечер,Желаю хорошего вечера
042/P36_S042_01.mp4,Желаю хороший вечер,Желаю хорошего вечера
042/P36_S042_02.mp4,Желаю хороший вечер,Желаю хорошего вечера
042/P36_S042_03.mp4,Желаю хороший вечер,Желаю хорошего вечера
042/P36_S042_04.mp4,Желаю хороший вечер,Желаю хорошего вечера
043/P36_S043_00.mp4,Доброе утро,Доброе утро
043/P36_S043_01.mp4,Доброе утро,Доброе утро
043/P36_S043_02.mp4,Доброе утро,Доброе утро
043/P36_S043_03.mp4,Доброе утро,Доброе утро
043/P36_S043_04.mp4,Доброе утро,Доброе утро
044/P36_S044_00.mp4,Добрый день,Добрый день
044/P36_S044_01.mp4,Добрый день,Добрый день
044/P36_S044_02.mp4,Добрый день,Добрый день
044/P36_S044_03.mp4,Добрый день,Добрый день
044/P36_S044_04.mp4,Добрый день,Добрый день
045/P36_S045_00.mp4,Добрый вечер,Добрый вечер
045/P36_S045_01.mp4,Добрый вечер,Добрый вечер
045/P36_S045_02.mp4,Добрый вечер,Добрый вечер
045/P36_S045_03.mp4,Добрый вечер,Добрый вечер
045/P36_S045_04.mp4,Добрый вечер,Добрый вечер
046/P36_S046_00.mp4,Спокойно ночь,Спокойной ночи
046/P36_S046_01.mp4,Спокойно ночь,Спокойной ночи
046/P36_S046_02.mp4,Спокойно ночь,Спокойной ночи
046/P36_S046_03.mp4,Спокойно ночь,Спокойной ночи
046/P36_S046_04.mp4,Спокойно ночь,Спокойной ночи
047/P36_S047_00.mp4,Береги себя,Береги себя
047/P36_S047_01.mp4,Береги себя,Береги себя
047/P36_S047_02.mp4,Береги себя,Береги себя
047/P36_S047_03.mp4,Береги себя,Береги себя
047/P36_S047_04.mp4,Береги себя,Береги себя
048/P36_S048_00.mp4,Передавай привет жене,Передавай привет жене
048/P36_S048_01.mp4,Передавай привет жене,Передавай привет жене
048/P36_S048_02.mp4,Передавай привет жене,Передавай привет жене
048/P36_S048_03.mp4,Передавай привет жене,Передавай привет жене
048/P36_S048_04.mp4,Передавай привет жене,Передавай привет жене
049/P36_S049_00.mp4,Удачи завтра,Удачи завтра
049/P36_S049_01.mp4,Удачи завтра,Удачи завтра
049/P36_S049_02.mp4,Удачи завтра,Удачи завтра
049/P36_S049_03.mp4,Удачи завтра,Удачи завтра
049/P36_S049_04.mp4,Удачи завтра,Удачи завтра
050/P36_S050_00.mp4,Желаю чтобы все получилось,Желаю чтобы все получилось
050/P36_S050_01.mp4,Желаю чтобы все получилось,Желаю чтобы все получилось
050/P36_S050_02.mp4,Желаю чтобы все получилось,Желаю чтобы все получилось
050/P36_S050_03.mp4,Желаю чтобы все получилось,Желаю чтобы все получилось
050/P36_S050_04.mp4,Желаю чтобы все получилось,Желаю чтобы все получилось
051/P36_S051_00.mp4,Спасибо большое,Спасибо большое
051/P36_S051_01.mp4,Спасибо большое,Спасибо большое
051/P36_S051_02.mp4,Спасибо большое,Спасибо большое
051/P36_S051_03.mp4,Спасибо большое,Спасибо большое
051/P36_S051_04.mp4,Спасибо большое,Спасибо большое
